domain,aws_networks_size,aws_network_labels,domain_alexa_rank
dhd24.com,1024,['AMAZON (us-east-1)'],350238.0
brother.com.ph,1024,['AMAZON (us-east-1)'],446071.0
fancl.co.jp,1024,['AMAZON (us-east-1)'],24977.0
epiloglaser.com,1024,['AMAZON (us-east-1)'],59706.0
bhfcu.com,1024,['AMAZON (us-east-1)'],239845.0
titlemax.com,1024,['AMAZON (us-east-1)'],261981.0
bigfishgames.com,1024,['AMAZON (us-east-1)'],5404.0
christopherguy.com,1024,['AMAZON (us-east-1)'],302275.0
colombo.com.br,1024,['AMAZON (us-east-1)'],65245.0
allpropertymanagement.com,1024,['AMAZON (us-east-1)'],514988.0
japan-forward.com,1024,['AMAZON (us-east-1)'],282364.0
convertpro.net,1024,['AMAZON (us-east-1)'],98241.0
nakedwines.com.au,1024,['AMAZON (us-east-1)'],257364.0
lonelyplanet.com,1024,['AMAZON (us-east-1)'],4430.0
huffingtonpost.com,1024,['AMAZON (us-east-1)'],11563.0
moscow.info,1024,['AMAZON (us-east-1)'],555967.0
comparethemarket.com.au,1024,['AMAZON (us-east-1)'],83219.0
jadootv.com,1024,['AMAZON (us-east-1)'],733015.0
ouc.com,1024,['AMAZON (us-east-1)'],104069.0
bankmonitor.hu,1024,['AMAZON (us-east-1)'],168042.0
anyleads.com,1024,['AMAZON (us-east-1)'],429678.0
bandmix.es,1024,['AMAZON (us-east-1)'],148370.0
taiwantrade.com,1024,['AMAZON (us-east-1)'],18739.0
remove.bg,1024,['AMAZON (us-east-1)'],4321.0
rentprogress.com,1024,['AMAZON (us-east-1)'],113301.0
wity.fr,1024,['AMAZON (us-east-1)'],890367.0
bigclasses.com,1024,['AMAZON (us-east-1)'],922542.0
wanderlust.com,1024,['AMAZON (us-east-1)'],130700.0
xdate.ch,1024,['AMAZON (us-east-1)'],53033.0
naqt.com,1024,['AMAZON (us-east-1)'],140293.0
seedsman.com,1024,['AMAZON (us-east-1)'],32402.0
barion.com,1024,['AMAZON (us-east-1)'],201247.0
paloverde.edu,1024,['AMAZON (us-east-1)'],245081.0
mailjol.net,1024,['AMAZON (us-east-1)'],263168.0
mazda-forum.info,1024,['AMAZON (us-east-1)'],336801.0
gi.co.id,1024,['AMAZON (us-east-1)'],942584.0
cryptomarketads.com,1024,['AMAZON (us-east-1)'],581891.0
financemagnates.com,1024,['AMAZON (us-east-1)'],206186.0
unionrepair.com,1024,['AMAZON (us-east-1)'],519267.0
brillassignment.co.uk,1024,['AMAZON (us-east-1)'],590609.0
iflscience.com,1024,['AMAZON (us-east-1)'],16770.0
hardrocksocialcasino.com,1024,['AMAZON (us-east-1)'],159823.0
4wdsupacentre.com.au,1024,['AMAZON (us-east-1)'],264569.0
trafficnews.jp,1024,['AMAZON (us-east-1)'],13340.0
sprii.com,1024,['AMAZON (us-east-1)'],289075.0
infinitesweeps.com,1024,['AMAZON (us-east-1)'],105641.0
kidzworld.com,1024,['AMAZON (us-east-1)'],411965.0
icon.foundation,1024,['AMAZON (us-east-1)'],141001.0
loyalie.com,1024,['AMAZON (us-east-1)'],601692.0
shivtr.com,1024,['AMAZON (us-east-1)'],46968.0
docnetwork.org,1024,['AMAZON (us-east-1)'],304577.0
sdcpublications.com,1024,['AMAZON (us-east-1)'],344214.0
sgfreepapers.com,1024,['AMAZON (us-east-1)'],497650.0
aicdn.com,1024,['AMAZON (us-east-1)'],297718.0
abimelec.com,1024,['AMAZON (us-east-1)'],767722.0
cleverfiles.com,1024,['AMAZON (us-east-1)'],14465.0
wagepoint.com,1024,['AMAZON (us-east-1)'],132371.0
xat.com,1024,['AMAZON (us-east-1)'],31941.0
dialpad.com,1024,['AMAZON (us-east-1)'],43303.0
onlinelabels.com,1024,['AMAZON (us-east-1)'],120298.0
zoomtanzania.com,1024,['AMAZON (us-east-1)'],53303.0
tempslibre.ch,1024,['AMAZON (us-east-1)'],133454.0
grab.careers,1024,['AMAZON (us-east-1)'],533205.0
riouxsvn.com,1024,['AMAZON (us-east-1)'],250451.0
mogi.vn,1024,['AMAZON (us-east-1)'],184109.0
dropsource.com,1024,['AMAZON (us-east-1)'],366370.0
socialblade.com,1024,['AMAZON (us-east-1)'],880.0
canadiangeographic.ca,1024,['AMAZON (us-east-1)'],425239.0
musee-des-bisses.ch,1024,['AMAZON (us-east-1)'],543138.0
reepay.com,1024,['AMAZON (us-east-1)'],290522.0
magicmirror.builders,1024,['AMAZON (us-east-1)'],254217.0
readingkingdom.com,1024,['AMAZON (us-east-1)'],607175.0
ukulele-tabs.com,1024,['AMAZON (us-east-1)'],22859.0
beyondsecurity.com,1024,['AMAZON (us-east-1)'],589862.0
jasmine.ua,1024,['AMAZON (us-east-1)'],838953.0
ultimategutenberg.com,1024,['AMAZON (us-east-1)'],362312.0
cm.com,1024,['AMAZON (us-east-1)'],213024.0
losinterrogantes.com,1024,['AMAZON (us-east-1)'],461949.0
annunci69.it,1024,['AMAZON (us-east-1)'],13563.0
imccinemas.ie,1024,['AMAZON (us-east-1)'],153304.0
marthastewart.com,1024,['AMAZON (us-east-1)'],12737.0
ampagency.com,1024,['AMAZON (us-east-1)'],751088.0
viki.com,1024,['AMAZON (us-east-1)'],1322.0
alconost.com,1024,['AMAZON (us-east-1)'],355243.0
beam.biz,1024,['AMAZON (us-east-1)'],708425.0
quillpad.in,1024,['AMAZON (us-east-1)'],78565.0
masteram-online.ru,1024,['AMAZON (us-east-1)'],753043.0
helpteaching.com,1024,['AMAZON (us-east-1)'],112032.0
reliam.com,1024,['AMAZON (us-east-1)'],804953.0
jobs.com,1024,['AMAZON (us-east-1)'],88115.0
razerzone.com,1024,['AMAZON (us-east-1)'],149595.0
chalk.com,1024,['AMAZON (us-east-1)'],236286.0
testportal.net,1024,['AMAZON (us-east-1)'],611391.0
vedantu.com,1024,['AMAZON (us-east-1)'],3907.0
securitasinc.com,1024,['AMAZON (us-east-1)'],163436.0
datxanh25.com,1024,['AMAZON (us-east-1)'],674067.0
defender2.net,1024,['AMAZON (us-east-1)'],179206.0
xe.com,1024,['AMAZON (us-east-1)'],1114.0
bankjatim.co.id,1024,['AMAZON (us-east-1)'],626646.0
samys.com,1024,['AMAZON (us-east-1)'],141651.0
nana.sa,1024,['AMAZON (us-east-1)'],973378.0
youngzsoft.net,1024,['AMAZON (us-east-1)'],196289.0
euroeducation.net,1024,['AMAZON (us-east-1)'],516548.0
cycletrader.com,1024,['AMAZON (us-east-1)'],20483.0
m-bet.co.ke,1024,['AMAZON (us-east-1)'],753577.0
pg.com,1024,['AMAZON (us-east-1)'],28605.0
guidebook.com,1024,['AMAZON (us-east-1)'],282327.0
digitdubai.com,1024,['AMAZON (us-east-1)'],578487.0
fireflyworlds.com,1024,['AMAZON (us-east-1)'],432271.0
freecharge.in,1024,['AMAZON (us-east-1)'],6776.0
meleon.ru,1024,['AMAZON (us-east-1)'],35864.0
convertplug.com,1024,['AMAZON (us-east-1)'],139425.0
whittierdailynews.com,1024,['AMAZON (us-east-1)'],248128.0
theagencyre.com,1024,['AMAZON (us-east-1)'],324083.0
esignly.com,1024,['AMAZON (us-east-1)'],788692.0
inoreader.com,1024,['AMAZON (us-east-1)'],4182.0
vegasaur.com,1024,['AMAZON (us-east-1)'],98047.0
shop.kz,1024,['AMAZON (us-east-1)'],14274.0
htmlburger.com,1024,['AMAZON (us-east-1)'],776946.0
nimenhuuto.com,1024,['AMAZON (us-east-1)'],57288.0
studymelbourne.vic.gov.au,1024,['AMAZON (us-east-1)'],582731.0
mooble.com,1024,['AMAZON (us-east-1)'],201577.0
neuvoo.fr,1024,['AMAZON (us-east-1)'],60561.0
codegrepper.com,1024,['AMAZON (us-east-1)'],812518.0
graphisoft.co.ir,1024,['AMAZON (us-east-1)'],552532.0
needanownersmanual.com,1024,['AMAZON (us-east-1)'],244596.0
tennisrecord.com,1024,['AMAZON (us-east-1)'],198865.0
todoexpertos.com,1024,['AMAZON (us-east-1)'],15595.0
virgin.com,1024,['AMAZON (us-east-1)'],74523.0
infodoctor.ru,1024,['AMAZON (us-east-1)'],640209.0
mytrip.com,1024,['AMAZON (us-east-1)'],15188.0
rsvpbook.com,1024,['AMAZON (us-east-1)'],89377.0
hifivision.com,1024,['AMAZON (us-east-1)'],383692.0
ssa.gov,1024,['AMAZON (us-east-1)'],4225.0
hobbycenter.ru,1024,['AMAZON (us-east-1)'],200470.0
sanatkitabevi.com.tr,1024,['AMAZON (us-east-1)'],662303.0
autoscout24.pl,1024,['AMAZON (us-east-1)'],114886.0
hypnotik.com,1024,['AMAZON (us-east-1)'],203103.0
fairfieldcollectibles.com,1024,['AMAZON (us-east-1)'],855052.0
cimpress.io,1024,['AMAZON (us-east-1)'],234728.0
qustodio.com,1024,['AMAZON (us-east-1)'],27113.0
insead.edu,1024,['AMAZON (us-east-1)'],116523.0
hizlibul.com,1024,['AMAZON (us-east-1)'],107630.0
taxact.com,1024,['AMAZON (us-east-1)'],82185.0
wegotpop.com,1024,['AMAZON (us-east-1)'],248049.0
serisayfa.com,1024,['AMAZON (us-east-1)'],417208.0
smartmusic.com,1024,['AMAZON (us-east-1)'],105666.0
cemporcentocristao.com.br,1024,['AMAZON (us-east-1)'],365502.0
cougared.com,1024,['AMAZON (us-east-1)'],436377.0
the-pillow.com.au,1024,['AMAZON (us-east-1)'],438983.0
avs4you.com,1024,['AMAZON (us-east-1)'],18172.0
intuiface.com,1024,['AMAZON (us-east-1)'],515767.0
launchgood.com,1024,['AMAZON (us-east-1)'],470157.0
triblio.com,1024,['AMAZON (us-east-1)'],325631.0
prosperitybankusa.com,1024,['AMAZON (us-east-1)'],118801.0
textbroker.de,1024,['AMAZON (us-east-1)'],56761.0
babygaga.com,1024,['AMAZON (us-east-1)'],83834.0
jeune-nation.com,1024,['AMAZON (us-east-1)'],727678.0
mightyape.com.au,1024,['AMAZON (us-east-1)'],130830.0
cif.com.tr,1024,['AMAZON (us-east-1)'],852715.0
hfm.global,1024,['AMAZON (us-east-1)'],309287.0
bannersnack.com,1024,['AMAZON (us-east-1)'],12019.0
sgshop.com.my,1024,['AMAZON (us-east-1)'],182152.0
triviadaily.com,1024,['AMAZON (us-east-1)'],120244.0
wikibuy.com,1024,['AMAZON (us-east-1)'],4563.0
glendale.edu,1024,['AMAZON (us-east-1)'],69050.0
bluesteps.com,1024,['AMAZON (us-east-1)'],535323.0
ageops.net,1024,['AMAZON (us-east-1)'],96870.0
pasadenastarnews.com,1024,['AMAZON (us-east-1)'],124557.0
nbc.ca,1024,['AMAZON (us-east-1)'],61415.0
urlaubsguru.de,1024,['AMAZON (us-east-1)'],20500.0
vuokraovi.com,1024,['AMAZON (us-east-1)'],41636.0
remax-central.com,1024,['AMAZON (us-east-1)'],319812.0
lego.com,1024,['AMAZON (us-east-1)'],4761.0
bitcoin.co.th,1024,['AMAZON (us-east-1)'],630536.0
lumavate.com,1024,['AMAZON (us-east-1)'],579241.0
zing.vn,1024,['AMAZON (us-east-1)'],1098.0
wpspring.com,1024,['AMAZON (us-east-1)'],620782.0
kontakt.io,1024,['AMAZON (us-east-1)'],61996.0
salinecountylibrary.org,1024,['AMAZON (us-east-1)'],216928.0
theperfumeshop.com,1024,['AMAZON (us-east-1)'],146162.0
swisherinc.com,1024,['AMAZON (us-east-1)'],133973.0
jombay.com,1024,['AMAZON (us-east-1)'],358100.0
beeaccounting.com,1024,['AMAZON (us-east-1)'],446924.0
playo.co,1024,['AMAZON (us-east-1)'],127301.0
snapshop.cam,1024,['AMAZON (us-east-1)'],550969.0
espacefrancais.com,1024,['AMAZON (us-east-1)'],547754.0
v-nova.com,1024,['AMAZON (us-east-1)'],818185.0
robtopgames.com,1024,['AMAZON (us-east-1)'],218808.0
smartandfinal.com,1024,['AMAZON (us-east-1)'],120213.0
jaypore.com,1024,['AMAZON (us-east-1)'],412112.0
lifebuoy.co.id,1024,['AMAZON (us-east-1)'],949475.0
lyst.fr,1024,['AMAZON (us-east-1)'],65783.0
ichannels.com.tw,1024,['AMAZON (us-east-1)'],75096.0
univcan.ca,1024,['AMAZON (us-east-1)'],542386.0
eden.co.uk,1024,['AMAZON (us-east-1)'],729122.0
tidy.com,1024,['AMAZON (us-east-1)'],108900.0
indy.gov,1024,['AMAZON (us-east-1)'],155085.0
tiendanube.com,1024,['AMAZON (us-east-1)'],166846.0
klippyo.com,1024,['AMAZON (us-east-1)'],35109.0
ersnet.org,1024,['AMAZON (us-east-1)'],75098.0
faselis.com,1024,['AMAZON (us-east-1)'],506591.0
clientexec.com,1024,['AMAZON (us-east-1)'],732980.0
sponsorpitch.com,1024,['AMAZON (us-east-1)'],765085.0
prx.org,1024,['AMAZON (us-east-1)'],141615.0
zooplus.hu,1024,['AMAZON (us-east-1)'],234189.0
utsource.net,1024,['AMAZON (us-east-1)'],164575.0
peets.com,1024,['AMAZON (us-east-1)'],109397.0
celtronic.es,1024,['AMAZON (us-east-1)'],196947.0
uship.com,1024,['AMAZON (us-east-1)'],42060.0
stuart.com,1024,['AMAZON (us-east-1)'],559358.0
cyberciti.biz,1024,['AMAZON (us-east-1)'],8288.0
falsepeti.com,1024,['AMAZON (us-east-1)'],526716.0
gamersclub.com.br,1024,['AMAZON (us-east-1)'],34570.0
qonto.eu,1024,['AMAZON (us-east-1)'],113346.0
ofertero.com.ar,1024,['AMAZON (us-east-1)'],91333.0
ahbap.org,1024,['AMAZON (us-east-1)'],627905.0
netgear.com,1024,['AMAZON (us-east-1)'],2938.0
snthostings.com,1024,['AMAZON (us-east-1)'],823388.0
sks-bottle.com,1024,['AMAZON (us-east-1)'],117443.0
inquirer.com,1024,['AMAZON (us-east-1)'],15008.0
masterdel.ru,1024,['AMAZON (us-east-1)'],343317.0
photoshoproadmap.com,1024,['AMAZON (us-east-1)'],558695.0
instabug.com,1024,['AMAZON (us-east-1)'],227386.0
datafloq.com,1024,['AMAZON (us-east-1)'],466354.0
preobra.ru,1024,['AMAZON (us-east-1)'],819397.0
ygeia-news.com,1024,['AMAZON (us-east-1)'],541828.0
bandmix.ca,1024,['AMAZON (us-east-1)'],767846.0
donguri-sora.com,1024,['AMAZON (us-east-1)'],621100.0
paymentsos.com,1024,['AMAZON (us-east-1)'],284901.0
webfones.com.br,1024,['AMAZON (us-east-1)'],371636.0
caseyresearch.com,1024,['AMAZON (us-east-1)'],301666.0
pratis.net,1024,['AMAZON (us-east-1)'],709633.0
bustle.com,1024,['AMAZON (us-east-1)'],2837.0
trainline.pl,1024,['AMAZON (us-east-1)'],390071.0
sport-decouverte.com,1024,['AMAZON (us-east-1)'],90034.0
studymoose.com,1024,['AMAZON (us-east-1)'],20453.0
erac.com,1024,['AMAZON (us-east-1)'],153484.0
b-sharpe.com,1024,['AMAZON (us-east-1)'],252115.0
writediary.com,1024,['AMAZON (us-east-1)'],114876.0
talentmap.com,1024,['AMAZON (us-east-1)'],793041.0
leolist.cc,1024,['AMAZON (us-east-1)'],14763.0
oprah.com,1024,['AMAZON (us-east-1)'],32076.0
palisis.com,1024,['AMAZON (us-east-1)'],501992.0
german-films.de,1024,['AMAZON (us-east-1)'],200798.0
maclife.de,1024,['AMAZON (us-east-1)'],107907.0
recommerce.com,1024,['AMAZON (us-east-1)'],210036.0
svpg.com,1024,['AMAZON (us-east-1)'],961683.0
food24.com,1024,['AMAZON (us-east-1)'],235499.0
audioboom.com,1024,['AMAZON (us-east-1)'],60066.0
flyersquare.com,1024,['AMAZON (us-east-1)'],330824.0
coffeecup.com,1024,['AMAZON (us-east-1)'],79148.0
surfingbird.com,1024,['AMAZON (us-east-1)'],680143.0
universumglobal.com,1024,['AMAZON (us-east-1)'],83998.0
info-3000.com,1024,['AMAZON (us-east-1)'],794315.0
milanuncios.com,1024,['AMAZON (us-east-1)'],1059.0
mactech.com,1024,['AMAZON (us-east-1)'],617437.0
alternativateatral.com,1024,['AMAZON (us-east-1)'],83650.0
yoworld.com,1024,['AMAZON (us-east-1)'],237505.0
truevo.com,1024,['AMAZON (us-east-1)'],408932.0
fin.do,1024,['AMAZON (us-east-1)'],398967.0
rosemaryandco.com,1024,['AMAZON (us-east-1)'],361072.0
moo.com,1024,['AMAZON (us-east-1)'],26440.0
claro.com.ar,1024,['AMAZON (us-east-1)'],33450.0
cancaonova.com,1024,['AMAZON (us-east-1)'],11945.0
timbu.com,1024,['AMAZON (us-east-1)'],769124.0
morganjewelers.com,1024,['AMAZON (us-east-1)'],929526.0
booktopia.com.au,1024,['AMAZON (us-east-1)'],21014.0
slicelife.com,1024,['AMAZON (us-east-1)'],32085.0
petsoftware.net,1024,['AMAZON (us-east-1)'],276505.0
klikteknik.com,1024,['AMAZON (us-east-1)'],483518.0
ue-germany.com,1024,['AMAZON (us-east-1)'],128572.0
naturitas.fr,1024,['AMAZON (us-east-1)'],209607.0
arkenzoo.se,1024,['AMAZON (us-east-1)'],124702.0
roosterteeth.com,1024,['AMAZON (us-east-1)'],5284.0
meudinheiroweb.com.br,1024,['AMAZON (us-east-1)'],145872.0
theamericanwedding.com,1024,['AMAZON (us-east-1)'],324095.0
divio.com,1024,['AMAZON (us-east-1)'],374642.0
avtogsm.ru,1024,['AMAZON (us-east-1)'],253020.0
medisyskart.com,1024,['AMAZON (us-east-1)'],427338.0
bunch.ai,1024,['AMAZON (us-east-1)'],301089.0
sundancenow.com,1024,['AMAZON (us-east-1)'],187846.0
rtl.nl,1024,['AMAZON (us-east-1)'],46989.0
cryptopay.me,1024,['AMAZON (us-east-1)'],137652.0
theoutlet.ru,1024,['AMAZON (us-east-1)'],123002.0
prognosis.com,1024,['AMAZON (us-east-1)'],447454.0
roofandfloor.com,1024,['AMAZON (us-east-1)'],492998.0
lorealparisusa.com,1024,['AMAZON (us-east-1)'],71420.0
priuschat.com,1024,['AMAZON (us-east-1)'],72627.0
lauraingraham.com,1024,['AMAZON (us-east-1)'],427034.0
3tres3.com,1024,['AMAZON (us-east-1)'],228324.0
adobe.io,1024,['AMAZON (us-east-1)'],352738.0
siue.edu,1024,['AMAZON (us-east-1)'],146181.0
grandpatee.com,1024,['AMAZON (us-east-1)'],308352.0
checkmarket.com,1024,['AMAZON (us-east-1)'],222682.0
kcentr.ru,1024,['AMAZON (us-east-1)'],24792.0
kromtech.net,1024,['AMAZON (us-east-1)'],32236.0
gamer-network.net,1024,['AMAZON (us-east-1)'],107324.0
shopfans.ru,1024,['AMAZON (us-east-1)'],285806.0
astonhotelsinternational.com,1024,['AMAZON (us-east-1)'],933838.0
smeet.com,1024,['AMAZON (us-east-1)'],120366.0
fattureincloud.it,1024,['AMAZON (us-east-1)'],33672.0
toolboom.com,1024,['AMAZON (us-east-1)'],624755.0
fginsight.com,1024,['AMAZON (us-east-1)'],941362.0
factsmgt.com,1024,['AMAZON (us-east-1)'],306185.0
essaytown.com,1024,['AMAZON (us-east-1)'],237772.0
firstweber.com,1024,['AMAZON (us-east-1)'],139956.0
easyvirtualfair.com,1024,['AMAZON (us-east-1)'],788524.0
sharetribe.com,1024,['AMAZON (us-east-1)'],221348.0
nitinbhatia.in,1024,['AMAZON (us-east-1)'],119657.0
paloaltonetworks.com,1024,['AMAZON (us-east-1)'],25127.0
disneyholidays.co.uk,1024,['AMAZON (us-east-1)'],146845.0
vi.nl,1024,['AMAZON (us-east-1)'],57448.0
korallmicro.ru,1024,['AMAZON (us-east-1)'],105999.0
signforgood.com,1024,['AMAZON (us-east-1)'],118823.0
htcvive.com,1024,['AMAZON (us-east-1)'],72731.0
fandalism.com,1024,['AMAZON (us-east-1)'],969396.0
amazondelivers.jobs,1024,['AMAZON (us-east-1)'],50631.0
eso-community.net,1024,['AMAZON (us-east-1)'],305853.0
grimco.com,1024,['AMAZON (us-east-1)'],308511.0
survs.com,1024,['AMAZON (us-east-1)'],441042.0
madison-reed.com,1024,['AMAZON (us-east-1)'],84751.0
aquajardin.net,1024,['AMAZON (us-east-1)'],207469.0
pixpa.com,1024,['AMAZON (us-east-1)'],236964.0
giuseppezanotti.com,1024,['AMAZON (us-east-1)'],164815.0
ninite.com,1024,['AMAZON (us-east-1)'],16901.0
24h.com.vn,1024,['AMAZON (us-east-1)'],1345.0
alizestravel.com,1024,['AMAZON (us-east-1)'],811336.0
2wav.com,1024,['AMAZON (us-east-1)'],642175.0
hopperhq.com,1024,['AMAZON (us-east-1)'],40631.0
promods.net,1024,['AMAZON (us-east-1)'],20255.0
leecooper.com,1024,['AMAZON (us-east-1)'],577321.0
discovery.co.za,1024,['AMAZON (us-east-1)'],43063.0
eff.org,1024,['AMAZON (us-east-1)'],27754.0
silverdisobedience.rocks,1024,['AMAZON (us-east-1)'],18203.0
domofond.ru,1024,['AMAZON (us-east-1)'],9919.0
minecraft-mp.com,1024,['AMAZON (us-east-1)'],2844.0
aerosociety.com,1024,['AMAZON (us-east-1)'],252052.0
livspace.com,1024,['AMAZON (us-east-1)'],84669.0
liferay.com,1024,['AMAZON (us-east-1)'],126668.0
venuemob.com.au,1024,['AMAZON (us-east-1)'],439294.0
guesehat.com,1024,['AMAZON (us-east-1)'],350281.0
dingtone.me,1024,['AMAZON (us-east-1)'],182027.0
sumologic.com,1024,['AMAZON (us-east-1)'],271411.0
super-landing.com,1024,['AMAZON (us-east-1)'],91788.0
activinstinct.co.uk,1024,['AMAZON (us-east-1)'],341188.0
highflow.nl,1024,['AMAZON (us-east-1)'],270614.0
mediacongo.net,1024,['AMAZON (us-east-1)'],27361.0
coxandkings.com,1024,['AMAZON (us-east-1)'],116404.0
neoteo.com,1024,['AMAZON (us-east-1)'],86342.0
vorkers.com,1024,['AMAZON (us-east-1)'],19754.0
oefcu.org,1024,['AMAZON (us-east-1)'],216373.0
eurotrans.by,1024,['AMAZON (us-east-1)'],464534.0
doctorhead.ru,1024,['AMAZON (us-east-1)'],54038.0
gameflip.com,1024,['AMAZON (us-east-1)'],15727.0
mercedes-amg.com,1024,['AMAZON (us-east-1)'],50363.0
awardbox.com,1024,['AMAZON (us-east-1)'],194380.0
efteling.com,1024,['AMAZON (us-east-1)'],119535.0
translated.net,1024,['AMAZON (us-east-1)'],34197.0
ltw.org,1024,['AMAZON (us-east-1)'],759423.0
mstdn.jp,1024,['AMAZON (us-east-1)'],25701.0
interviewbit.com,1024,['AMAZON (us-east-1)'],8051.0
privatbank.ua,1024,['AMAZON (us-east-1)'],1488.0
lecrans.com,1024,['AMAZON (us-east-1)'],822275.0
myclimate.org,1024,['AMAZON (us-east-1)'],270553.0
dollarama.com,1024,['AMAZON (us-east-1)'],154354.0
4igi.ru,1024,['AMAZON (us-east-1)'],760519.0
giftcardmall.com,1024,['AMAZON (us-east-1)'],36481.0
jaguar.pl,1024,['AMAZON (us-east-1)'],155823.0
tresemme.com,1024,['AMAZON (us-east-1)'],623540.0
oxfam.org,1024,['AMAZON (us-east-1)'],87728.0
pokemonnext.it,1024,['AMAZON (us-east-1)'],87314.0
unity.com,1024,['AMAZON (us-east-1)'],1925.0
didacte.com,1024,['AMAZON (us-east-1)'],459873.0
scribie.com,1024,['AMAZON (us-east-1)'],124852.0
edis.at,1024,['AMAZON (us-east-1)'],226682.0
goodday.vn,1024,['AMAZON (us-east-1)'],525826.0
bullionexchanges.com,1024,['AMAZON (us-east-1)'],162495.0
netcurso.net,1024,['AMAZON (us-east-1)'],861051.0
paturnpike.com,1024,['AMAZON (us-east-1)'],29996.0
publisuites.com,1024,['AMAZON (us-east-1)'],118918.0
liveviewgps.com,1024,['AMAZON (us-east-1)'],538210.0
netwerk24.com,1024,['AMAZON (us-east-1)'],21833.0
hitman.com,1024,['AMAZON (us-east-1)'],638359.0
gforex.asia,1024,['AMAZON (us-east-1)'],15740.0
ieee.ma,1024,['AMAZON (us-east-1)'],916134.0
remotexs.in,1024,['AMAZON (us-east-1)'],140399.0
spectrocoin.com,1024,['AMAZON (us-east-1)'],46949.0
evomag.ro,1024,['AMAZON (us-east-1)'],78062.0
r10.net,1024,['AMAZON (us-east-1)'],17026.0
magazinuldecase.ro,1024,['AMAZON (us-east-1)'],396281.0
cherryservers.com,1024,['AMAZON (us-east-1)'],190356.0
teksresourcesystem.net,1024,['AMAZON (us-east-1)'],323889.0
shoebuy.com,1024,['AMAZON (us-east-1)'],59534.0
skimir.ru,1024,['AMAZON (us-east-1)'],843212.0
datananas.com,1024,['AMAZON (us-east-1)'],183586.0
3drealms.com,1024,['AMAZON (us-east-1)'],106113.0
instrumtorg.ru,1024,['AMAZON (us-east-1)'],412271.0
mathlearningcenter.org,1024,['AMAZON (us-east-1)'],105210.0
whistler.com,1024,['AMAZON (us-east-1)'],401192.0
enoilbioenergies.ch,1024,['AMAZON (us-east-1)'],512729.0
studiobacklot.tv,1024,['AMAZON (us-east-1)'],91171.0
oheyo.com,1024,['AMAZON (us-east-1)'],604760.0
mymall.com.tw,1024,['AMAZON (us-east-1)'],352372.0
pestre.ro,1024,['AMAZON (us-east-1)'],151877.0
milligram.com,1024,['AMAZON (us-east-1)'],212550.0
trashnothing.com,1024,['AMAZON (us-east-1)'],106938.0
docswave.com,1024,['AMAZON (us-east-1)'],238225.0
4lapy.ru,1024,['AMAZON (us-east-1)'],104480.0
crazydomains.com.au,1024,['AMAZON (us-east-1)'],45430.0
marketingvici.com,1024,['AMAZON (us-east-1)'],32442.0
innotas.com,1024,['AMAZON (us-east-1)'],141444.0
techylib.com,1024,['AMAZON (us-east-1)'],551181.0
educomunicacion.es,1024,['AMAZON (us-east-1)'],280260.0
funda.nl,1024,['AMAZON (us-east-1)'],28120.0
utahrealestate.com,1024,['AMAZON (us-east-1)'],26676.0
welklidwoord.nl,1024,['AMAZON (us-east-1)'],661239.0
taylorguitars.com,1024,['AMAZON (us-east-1)'],66868.0
ciceksepeti.com,1024,['AMAZON (us-east-1)'],16128.0
geeks3d.com,1024,['AMAZON (us-east-1)'],26177.0
dognzb.cr,1024,['AMAZON (us-east-1)'],20543.0
alemana.cl,1024,['AMAZON (us-east-1)'],129071.0
kang.dk,1024,['AMAZON (us-east-1)'],311643.0
turbo.net,1024,['AMAZON (us-east-1)'],68679.0
geniussports.com,1024,['AMAZON (us-east-1)'],202728.0
teamspeak-servers.org,1024,['AMAZON (us-east-1)'],583001.0
scrapinghub.com,1024,['AMAZON (us-east-1)'],107077.0
finlayminerals.com,1024,['AMAZON (us-east-1)'],426147.0
odisseias.com,1024,['AMAZON (us-east-1)'],267650.0
bestgore.com,1024,['AMAZON (us-east-1)'],6262.0
solpetroleum.com,1024,['AMAZON (us-east-1)'],495192.0
hexamob.com,1024,['AMAZON (us-east-1)'],634568.0
hotwirefoamfactory.com,1024,['AMAZON (us-east-1)'],197658.0
toontownrewritten.com,1024,['AMAZON (us-east-1)'],247470.0
weverse.io,1024,['AMAZON (us-east-1)'],87415.0
proxy-seller.com,1024,['AMAZON (us-east-1)'],636732.0
azeron.eu,1024,['AMAZON (us-east-1)'],140059.0
poloniusz.pl,1024,['AMAZON (us-east-1)'],271437.0
medicina21.com,1024,['AMAZON (us-east-1)'],683894.0
writersedit.com,1024,['AMAZON (us-east-1)'],238227.0
esimsar.com,1024,['AMAZON (us-east-1)'],63031.0
zooniverse.org,1024,['AMAZON (us-east-1)'],118253.0
grants.gov,1024,['AMAZON (us-east-1)'],39393.0
daisurvey.com,1024,['AMAZON (us-east-1)'],293895.0
inkredible.co.uk,1024,['AMAZON (us-east-1)'],164828.0
appsamurai.com,1024,['AMAZON (us-east-1)'],177732.0
durham.ac.uk,1024,['AMAZON (us-east-1)'],880517.0
service.vic.gov.au,1024,['AMAZON (us-east-1)'],204559.0
ohmyprints.com,1024,['AMAZON (us-east-1)'],427762.0
couponzguru.com,1024,['AMAZON (us-east-1)'],57203.0
studyladder.co.nz,1024,['AMAZON (us-east-1)'],194291.0
tt.com,1024,['AMAZON (us-east-1)'],55424.0
