domain,aws_networks_size,aws_network_labels,domain_alexa_rank
arataacademy.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",202797.0
smaregi.jp,1030,"['AMAZON (us-east-1)', 'EC2 (ap-northeast-1)']",27853.0
resumeworded.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",453085.0
distributorcentral.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",593471.0
earnably.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",42399.0
cloudamqp.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",355666.0
loopnet.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",10240.0
eastsideco.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",260341.0
userlike.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",110197.0
scripbox.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",257472.0
thinkstockphotos.com,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-east-1)']",185472.0
gettyimages.es,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-east-1)']",20526.0
365games.co.uk,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",570667.0
battlemetrics.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",11863.0
howtogettheguy.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",183511.0
woopra.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",182129.0
uploadcare.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",459255.0
gettyimages.in,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-east-1)']",10248.0
landwatch.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",22213.0
gettyimages.se,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-east-1)']",161478.0
bubble.is,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",34423.0
gettyimages.fr,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-east-1)']",32527.0
konduto.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",286968.0
webaware.com.au,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",659499.0
casual.pm,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",147841.0
a-qui-s.fr,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",120305.0
boltprinting.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",300582.0
gettyimages.pt,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-east-1)']",52397.0
stockxpert.com,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-east-1)']",823460.0
stronglifts.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",46167.0
bitwallet.com,1030,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",37943.0
wego.com,1030,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",4646.0
capsulecrm.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",115143.0
lamarihuana.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",356567.0
shopkarls.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",66361.0
vhx.tv,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",12223.0
8tracks.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",39955.0
landsofamerica.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",141486.0
veracityglobal.com,1030,"['AMAZON (us-east-1)', 'EC2 (eu-central-1)', 'EC2 (us-east-1)']",155470.0
bookwidgets.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",502292.0
endomondo.com,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-east-1)', 'EC2 (us-west-1)', 'EC2 (eu-west-1)']",17853.0
uberfacil.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",287661.0
lendabit.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",212031.0
patiotuerca.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",139414.0
proxyrack.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",196137.0
bina.az,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",8098.0
onemedical.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",227504.0
tickets.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",13089.0
caelum.com.br,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",365294.0
costargroup.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",162589.0
adonit.net,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",78314.0
rudymawer.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",539944.0
boatshed.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",402230.0
novabench.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",137591.0
lokalbolig.dk,1030,"['AMAZON (us-east-1)', 'EC2 (eu-west-1)']",234996.0
costar.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",78324.0
themexpert.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",115179.0
gettyimages.ch,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-east-1)']",190842.0
bitbond.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",160888.0
smart.ly,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",68999.0
swingbyswing.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",198830.0
nomp.se,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",170541.0
mathsnoproblem.com,1030,"['AMAZON (us-east-1)', 'EC2 (eu-west-1)']",668328.0
nexusthemes.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",244663.0
racked.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",63338.0
reclameaqui.com.br,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",2009.0
eobot.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",2806.0
obsidian.net,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",49265.0
tap.az,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",1237.0
smarterqueue.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",56190.0
mjtnet.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",489603.0
oberlo.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",1450.0
screencastify.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",28975.0
thehealthsciencesacademy.org,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",392630.0
carriersoft.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",163868.0
teamup.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",20435.0
wireimage.com,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-east-1)']",68839.0
bithoven.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",8023.0
westsiderentals.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",39309.0
wbez.org,1030,"['EC2 (eu-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-east-1)', 'EC2 (ap-southeast-2)', 'EC2 (eu-west-1)']",327268.0
myfollett.com,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)', 'EC2 (us-east-1)']",244430.0
safaribookings.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",37544.0
easyblognetworks.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",211760.0
lautorite.qc.ca,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)']",703132.0
iherb.com,1030,"['AMAZON (us-east-1)', 'EC2 (eu-west-1)', 'EC2 (us-east-1)']",1036.0
herts.ac.uk,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",81127.0
nzbfinder.ws,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",123989.0
eater.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",6899.0
carbonmade.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",84225.0
sharp.co.jp,1030,"['AMAZON (us-east-1)', 'EC2 (ap-northeast-1)']",715205.0
gettyimages.co.jp,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-east-1)']",82552.0
raise.me,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",319406.0
wpsharks.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",866814.0
tapestry.com,1030,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-2)', 'EC2 (eu-west-1)', 'EC2 (us-east-1)']",71023.0
stanfords.co.uk,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",757726.0
oaseeds.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",316706.0
cablegeek.com.au,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",284733.0
yext.com,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (eu-central-1)', 'EC2 (us-east-1)']",77965.0
josephprince.org,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",121097.0
csod.com,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)']",3405.0
webaware.net.au,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",769814.0
x10premium.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",328172.0
bizquest.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",59934.0
yurplan.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",680803.0
thestranger.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",103744.0
ahmadiyya.ca,1030,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-2)', 'EC2 (eu-west-1)', 'EC2 (us-east-1)']",508924.0
elitemodel.it,1030,"['AMAZON (us-east-1)', 'EC2 (eu-west-1)', 'EC2 (us-east-1)']",877839.0
tyresales.com.au,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",113017.0
forrent.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",38358.0
typing.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",7474.0
gettyimages.it,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-east-1)']",115254.0
cloudmqtt.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",361894.0
gettyimages.de,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-east-1)']",32485.0
essilor.co.th,1030,"['EC2 (ap-southeast-1)', 'AMAZON (us-east-1)', 'EC2 (eu-west-3)', 'EC2 (eu-central-1)']",671365.0
gettyimages.com.au,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-east-1)']",59510.0
kiwix.org,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",289402.0
gettyimages.co.uk,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-east-1)']",14179.0
s2member.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",152947.0
aqua-gates.com,1030,"['AMAZON (us-east-1)', 'EC2 (ap-northeast-1)', 'CLOUDFRONT (GLOBAL)']",92190.0
joinhoney.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",2512.0
jesusfilm.org,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",129991.0
cashu.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",38754.0
connectify.me,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",22856.0
previdenciarista.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",369780.0
gettyimages.com,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-east-1)']",2648.0
gettyimages.ca,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-east-1)']",16348.0
educationperfect.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",362701.0
ipinfo.io,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",27586.0
realla.co,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",513664.0
sawdays.co.uk,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",216968.0
masschallenge.org,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",381293.0
interactivehailmaps.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",310587.0
cellularoutfitter.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",123332.0
gettyimages.be,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-east-1)']",165380.0
status.io,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",712519.0
aipc.net.au,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",728054.0
motorsportreg.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",315021.0
elephantsql.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",172458.0
realtimeregister.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",442016.0
sbnation.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",3891.0
robinpowered.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",245891.0
svsu.edu,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-2)', 'EC2 (ap-southeast-2)', 'EC2 (us-east-1)']",576172.0
webscraper.io,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",141985.0
byoinnavi.jp,1030,"['AMAZON (us-east-1)', 'EC2 (ap-northeast-1)']",13497.0
pocketfives.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",82378.0
follett.com,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)', 'EC2 (us-east-1)']",306974.0
neosmart.net,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",19770.0
afrikrea.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",888634.0
hinode.com.br,1030,"['EC2 (sa-east-1)', 'AMAZON (us-east-1)', 'EC2 (us-east-1)']",52331.0
eaglerider.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",558263.0
solacc.edu,1030,"['AMAZON (us-east-1)', 'EC2 (eu-west-1)', 'EC2 (us-east-1)']",322314.0
sendowl.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",13370.0
qantas.com.au,1030,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-2)']",114039.0
geosystems.aero,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",907061.0
zameen.com,1030,"['AMAZON (us-east-1)', 'EC2 (eu-west-1)']",17269.0
gettyimages.ie,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-east-1)']",68908.0
hexlet.io,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",45242.0
tori.fi,1030,"['AMAZON (us-east-1)', 'EC2 (eu-west-1)']",5847.0
materialesdefabrica.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",229796.0
bl.ink,1030,"['AMAZON (us-east-1)', 'EC2 (eu-west-1)', 'EC2 (us-east-1)']",85525.0
forrentuniversity.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",900931.0
japandesign.ne.jp,1030,"['AMAZON (us-east-1)', 'EC2 (ap-northeast-1)']",44783.0
roommates.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",38289.0
novationmusic.com,1030,"['AMAZON (us-east-1)', 'EC2 (eu-west-1)']",53474.0
gettyimages.co.nz,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-east-1)']",506702.0
nirvanahq.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",342788.0
loyola.edu,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)', 'EC2 (us-east-1)']",79321.0
image.net,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-east-1)']",70231.0
sellfy.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",4804.0
playmo.tv,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",556187.0
lutify.me,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",203523.0
merchantplus.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",629508.0
matomo.cloud,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",484122.0
dekudeals.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",425737.0
essilor.com.my,1030,"['EC2 (ap-southeast-1)', 'AMAZON (us-east-1)', 'EC2 (eu-west-3)', 'EC2 (eu-central-1)']",788708.0
itoosoft.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",165164.0
kiwanis.org,1030,"['AMAZON (us-east-1)', 'EC2 (eu-west-1)', 'EC2 (us-east-1)']",870118.0
asahi.com,1030,"['AMAZON (us-east-1)', 'EC2 (ap-northeast-1)']",1026.0
rtacabinetstore.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",245963.0
ozgameshop.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",88378.0
mobidea.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",61562.0
mailtrack.io,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",13433.0
rssground.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",283665.0
speedify.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",42978.0
theverge.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",1019.0
science.bio,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",320991.0
fwrd.com,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)']",20436.0
istockphoto.com,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-east-1)']",1452.0
gettyimages.fi,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-east-1)']",142671.0
cityfeet.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",103415.0
accountingcoach.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",16021.0
greenriver.edu,1030,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-east-2)']",102518.0
dtc.co.jp,1030,"['AMAZON (us-east-1)', 'EC2 (ap-northeast-1)']",92863.0
vox.com,1030,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",2244.0
vericite.com,1029,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-west-1)', 'EC2 (us-east-1)']",282356.0
doss.co.id,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",576844.0
informa.com,1029,"['AMAZON (us-east-1)', 'EC2 (eu-west-1)']",136013.0
infotrack.com.au,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-2)']",138600.0
yamaha-motor.co.jp,1029,"['AMAZON (us-east-1)', 'EC2 (ap-northeast-1)']",91495.0
vtiger.com,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (eu-west-1)', 'EC2 (us-east-1)']",111502.0
mldspot.com,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",692931.0
smec.com,1029,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)']",476940.0
roguewave.com,1029,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",990741.0
risecredit.com,1029,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)']",245864.0
margarethowell.co.uk,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-2)']",276112.0
digio.com.br,1029,"['AMAZON (us-east-1)', 'EC2 (eu-west-1)', 'EC2 (us-east-1)']",153844.0
warungpintar.co,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",964760.0
bengo4.com,1029,"['AMAZON (us-east-1)', 'EC2 (ap-northeast-1)']",24018.0
boutiqueottoman.com,1029,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)']",891049.0
jpcc.org,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",946787.0
aciworldwide.com,1029,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",710903.0
k-link.co.id,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",484590.0
bi.no,1029,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)']",105430.0
popular-world.com,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",39057.0
squareyards.com,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",253879.0
i-neighbour.com,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (eu-west-1)']",484333.0
plaid.com,1029,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)']",146302.0
kiostix.com,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",363366.0
mailtarget.co,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",950261.0
upstreamcommerce.com,1029,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)']",326238.0
wifi-mx.com,1029,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",148607.0
uca.edu,1029,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)']",63496.0
urbanicon.co.id,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",567379.0
bart.gov,1029,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)']",48534.0
nicholls.edu,1029,"['AMAZON (us-east-1)', 'EC2 (eu-west-1)', 'EC2 (us-east-1)']",550276.0
netzme.id,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",953141.0
scccd.edu,1029,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)']",110842.0
nikonimagespace.com,1029,"['AMAZON (us-east-1)', 'EC2 (ap-northeast-1)']",391171.0
uthscsa.edu,1029,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)']",115885.0
palmettostatearmory.com,1029,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",26158.0
mezun.com,1029,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)']",860189.0
izin.co.id,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",483513.0
mekar.id,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",152622.0
questant.jp,1029,"['AMAZON (us-east-1)', 'EC2 (ap-northeast-1)']",54437.0
srpfcu.org,1029,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",246662.0
bigpoppasmokers.com,1029,"['EC2 (us-west-2)', 'AMAZON (us-east-1)']",300169.0
his-travel.co.id,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",533675.0
uis.edu,1029,"['AMAZON (us-east-1)', 'EC2 (us-east-2)']",89842.0
skidmore.edu,1029,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)']",615888.0
trialpay.com,1029,"['AMAZON (us-east-1)', 'EC2 (us-west-1)']",108937.0
pbisrewards.com,1029,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",317726.0
bareksa.com,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",144059.0
faspay.co.id,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",746517.0
motomachines.com,1029,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)']",170962.0
civiconcepts.com,1029,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)']",417790.0
voffice.co.id,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",669163.0
crazum.com,1029,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)']",592299.0
cacoo.com,1029,"['AMAZON (us-east-1)', 'EC2 (us-west-1)']",45239.0
modiface.com,1029,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",360194.0
dsa.org,1029,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)']",797595.0
gopax.co.id,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",640625.0
castingwords.com,1029,"['AMAZON (us-east-1)', 'EC2 (us-east-1)']",423591.0
datacomm.co.id,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",938267.0
su.org,1029,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)']",138839.0
mdpr.jp,1029,"['AMAZON (us-east-1)', 'EC2 (ap-northeast-1)']",15126.0
panin-am.co.id,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",872390.0
tupperware.co.id,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",774658.0
sos.or.id,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",960804.0
myrepublic.net,1029,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)']",227350.0
ycp.edu,1029,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)']",328361.0
tibco.com,1029,"['AMAZON (us-east-1)', 'EC2 (eu-west-1)', 'EC2 (us-east-1)']",46867.0
tandemdiabetes.com,1029,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)']",175530.0
storial.co,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",408871.0
landgate.wa.gov.au,1029,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)']",353699.0
aldoshoes.co.za,1029,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)']",476362.0
pubg.com,1029,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)']",839.0
ppm-manajemen.ac.id,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",773849.0
cradlepoint.com,1029,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-east-1)']",592275.0
toffeedev.com,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",516067.0
javamifi.com,1029,"['AMAZON (us-east-1)', 'EC2 (ap-southeast-1)']",809226.0
thefork.com.au,1029,"['EC2 (us-west-2)', 'AMAZON (us-east-1)', 'EC2 (us-gov-west-1)']",51522.0
