domain,azure_networks_size,azure_network_labels,includes
microsoft.com,17,['Azure '],"['_spf1-meo.microsoft.com', 'spf-a.hotmail.com', '_spf-a.microsoft.com', '_spf-c.microsoft.com', '_spf-b.microsoft.com', '_spf-ssg-a.microsoft.com']"
